"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2024","2024",113,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2019","2019",161,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",166,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2021","2021",140,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2022","2022",192,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2023","2023",204,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2024","2024",169,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","99","totale","2019","2019",26,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","99","totale","2020","2020",24,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","99","totale","2021","2021",35,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","99","totale","2022","2022",30,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","99","totale","2023","2023",30,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","99","totale","2024","2024",37,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y96","96 anni","99","totale","2019","2019",82,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y96","96 anni","99","totale","2020","2020",110,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y96","96 anni","99","totale","2021","2021",111,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y96","96 anni","99","totale","2022","2022",126,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y96","96 anni","99","totale","2023","2023",92,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y96","96 anni","99","totale","2024","2024",99,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2019","2019",108,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",134,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2021","2021",146,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2022","2022",156,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2023","2023",122,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2024","2024",136,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2019","2019",31,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2020","2020",35,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2021","2021",41,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2022","2022",30,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2023","2023",25,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2024","2024",30,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2019","2019",172,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2020","2020",151,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2021","2021",138,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2022","2022",119,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2023","2023",145,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2024","2024",133,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2019","2019",203,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",186,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2021","2021",179,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2022","2022",149,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2023","2023",170,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2024","2024",163,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2019","2019",37,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2020","2020",22,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2021","2021",24,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2022","2022",25,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2023","2023",19,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2024","2024",20,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2019","2019",110,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2020","2020",99,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2021","2021",82,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2022","2022",89,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2023","2023",104,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2024","2024",127,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2019","2019",147,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",121,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2021","2021",106,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2022","2022",114,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2023","2023",123,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2024","2024",147,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2019","2019",27,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2020","2020",16,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2021","2021",18,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2022","2022",22,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2023","2023",22,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2024","2024",24,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2019","2019",91,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2020","2020",66,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2021","2021",82,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2022","2022",88,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2023","2023",87,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2024","2024",63,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2019","2019",118,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",82,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2021","2021",100,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2022","2022",110,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2023","2023",109,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2024","2024",87,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2019","2019",21,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2020","2020",29,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2021","2021",21,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2022","2022",28,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2023","2023",16,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","99","totale","2024","2024",20,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2019","2019",62,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2020","2020",66,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2021","2021",65,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2022","2022",53,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2023","2023",59,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y97","97 anni","99","totale","2024","2024",69,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2019","2019",83,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",95,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2021","2021",86,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2022","2022",81,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2023","2023",75,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2024","2024",89,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2019","2019",24,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2020","2020",22,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2021","2021",25,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2022","2022",28,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2023","2023",15,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2024","2024",13,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2019","2019",121,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2020","2020",133,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2021","2021",114,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2022","2022",104,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2023","2023",76,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2024","2024",107,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2019","2019",145,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",155,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2021","2021",139,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2022","2022",132,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2023","2023",91,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2024","2024",120,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2019","2019",21,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2020","2020",24,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2021","2021",15,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2022","2022",16,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2023","2023",19,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2024","2024",14,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2019","2019",64,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2020","2020",76,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2021","2021",75,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2022","2022",59,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2023","2023",51,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2024","2024",82,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2019","2019",85,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",100,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2021","2021",90,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2022","2022",75,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2023","2023",70,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2024","2024",96,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2019","2019",11,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2020","2020",20,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2021","2021",11,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2022","2022",10,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2023","2023",17,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2024","2024",15,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2019","2019",54,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2020","2020",71,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2021","2021",52,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2022","2022",57,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2023","2023",57,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2024","2024",69,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2019","2019",65,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",91,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2021","2021",63,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2022","2022",67,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2023","2023",74,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2024","2024",84,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2019","2019",11,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2020","2020",13,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2021","2021",18,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2022","2022",12,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2023","2023",19,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","99","totale","2024","2024",10,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2019","2019",43,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2020","2020",48,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2021","2021",50,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2022","2022",50,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2023","2023",34,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y98","98 anni","99","totale","2024","2024",44,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2019","2019",54,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",61,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2021","2021",68,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2022","2022",62,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2023","2023",53,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2024","2024",54,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2019","2019",13,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2020","2020",19,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2021","2021",16,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2022","2022",16,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2023","2023",16,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2024","2024",6,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2019","2019",58,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2020","2020",85,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2021","2021",86,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2022","2022",78,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2023","2023",68,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2024","2024",55,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2019","2019",71,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",104,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2021","2021",102,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2022","2022",94,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2023","2023",84,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2024","2024",61,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2019","2019",7,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2020","2020",13,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2021","2021",17,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2022","2022",11,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2023","2023",11,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2024","2024",13,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2019","2019",30,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2020","2020",44,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2021","2021",52,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2022","2022",53,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2023","2023",41,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2024","2024",39,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2019","2019",37,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",57,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2021","2021",69,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2022","2022",64,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2023","2023",52,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2024","2024",52,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2019","2019",5,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2020","2020",6,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2021","2021",11,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2022","2022",8,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2023","2023",8,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2024","2024",13,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2019","2019",29,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2020","2020",34,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2021","2021",44,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2022","2022",31,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2023","2023",35,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2024","2024",43,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2019","2019",34,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",40,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2021","2021",55,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2022","2022",39,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2023","2023",43,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2024","2024",56,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2019","2019",8,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2020","2020",9,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2021","2021",8,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2022","2022",15,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2023","2023",5,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","99","totale","2024","2024",11,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2019","2019",19,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2020","2020",29,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2021","2021",33,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2022","2022",35,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2023","2023",42,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y99","99 anni","99","totale","2024","2024",29,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2019","2019",27,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",38,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2021","2021",41,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2022","2022",50,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2023","2023",47,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2024","2024",40,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y_GE100","100 anni e più","99","totale","2019","2019",7,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y_GE100","100 anni e più","99","totale","2020","2020",10,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y_GE100","100 anni e più","99","totale","2021","2021",13,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y_GE100","100 anni e più","99","totale","2022","2022",14,,
